iter	Logloss	Logloss:use_weights=true	Logloss:use_weights=false
293	0.2164202921	0.2164202921	0.2251292573
294	0.2162288101	0.2162288101	0.2249436927
295	0.2160534711	0.2160534711	0.2247857177
296	0.2158155169	0.2158155169	0.2245243169
297	0.2154079132	0.2154079132	0.2241369684
298	0.2150677168	0.2150677168	0.2237087193
299	0.2149261915	0.2149261915	0.2235152064
300	0.2145105026	0.2145105026	0.2231707058
301	0.2142012063	0.2142012063	0.2228235882
302	0.2139112468	0.2139112468	0.2226190763
303	0.213594117	0.213594117	0.2223580485
304	0.2133952651	0.2133952651	0.2220963053
305	0.2130926692	0.2130926692	0.2218131236
306	0.212728841	0.212728841	0.2214590336
307	0.2126032121	0.2126032121	0.2213298556
308	0.2123836712	0.2123836712	0.2210939193
309	0.212102823	0.212102823	0.2208406565
310	0.2118450241	0.2118450241	0.2205141136
311	0.2115913465	0.2115913465	0.2202939327
312	0.2114323108	0.2114323108	0.2201009523
313	0.2111189242	0.2111189242	0.2197247381
314	0.2107584675	0.2107584675	0.2194802656
315	0.2104964887	0.2104964887	0.2192403391
316	0.2102053199	0.2102053199	0.2189682018
317	0.2098453216	0.2098453216	0.2184841482
318	0.2095919704	0.2095919704	0.2182361004
319	0.2093175673	0.2093175673	0.2179548215
320	0.209002865	0.209002865	0.2176299226
321	0.2086997283	0.2086997283	0.2172605016
322	0.2083810743	0.2083810743	0.2170147137
323	0.2080889272	0.2080889272	0.2166816422
324	0.2077304779	0.2077304779	0.2161564287
325	0.2073876874	0.2073876874	0.2157727763
326	0.2070748301	0.2070748301	0.2154137408
327	0.2069426102	0.2069426102	0.2152834787
328	0.2066366707	0.2066366707	0.2149980478
329	0.2062286062	0.2062286062	0.2145762013
330	0.2059125324	0.2059125324	0.2141894777
331	0.2055993714	0.2055993714	0.2138166201
332	0.2054559484	0.2054559484	0.2136487008
333	0.2052412494	0.2052412494	0.2133826949
334	0.2049524448	0.2049524448	0.2130841054
335	0.2047171984	0.2047171984	0.212896821
336	0.2045277783	0.2045277783	0.2126452722
337	0.2043444181	0.2043444181	0.2124561795
338	0.2040732493	0.2040732493	0.2122419647
339	0.2036973352	0.2036973352	0.2119628156
340	0.2033676245	0.2033676245	0.2115749598
341	0.2030214034	0.2030214034	0.2113020573
342	0.2027170925	0.2027170925	0.2110325152
343	0.2024771518	0.2024771518	0.2108337689
344	0.2021300089	0.2021300089	0.2106308776
345	0.2019006519	0.2019006519	0.2104656348
346	0.201588755	0.201588755	0.2101823192
347	0.2011793236	0.2011793236	0.2096742529
348	0.200873527	0.200873527	0.2093874723
349	0.2006053897	0.2006053897	0.2091210357
350	0.2004516131	0.2004516131	0.2089538403
351	0.2000676486	0.2000676486	0.2085723573
352	0.1997686902	0.1997686902	0.2082392729
353	0.1994431002	0.1994431002	0.2079175572
354	0.1991052336	0.1991052336	0.207537571
355	0.198861924	0.198861924	0.207233394
356	0.1986682937	0.1986682937	0.2070246961
357	0.1983053021	0.1983053021	0.2066865397
358	0.1980993968	0.1980993968	0.2065466601
359	0.1978409808	0.1978409808	0.2063653721
360	0.1976018004	0.1976018004	0.2060786421
361	0.1973510886	0.1973510886	0.205891443
362	0.1971601065	0.1971601065	0.2057447142
363	0.1968791731	0.1968791731	0.2053888612
364	0.19660814	0.19660814	0.2051512086
365	0.1963733926	0.1963733926	0.2049776605
366	0.196229687	0.196229687	0.2048762176
367	0.1960115785	0.1960115785	0.2046604886
368	0.1955650866	0.1955650866	0.2043326043
369	0.1950622334	0.1950622334	0.2038456431
370	0.1947559625	0.1947559625	0.2035225194
371	0.1944523989	0.1944523989	0.2032076431
372	0.1941815938	0.1941815938	0.2029452983
373	0.1939522836	0.1939522836	0.2027394176
374	0.1934855403	0.1934855403	0.2021224684
375	0.1932274615	0.1932274615	0.2018309929
376	0.1930402233	0.1930402233	0.2017335196
377	0.1926703468	0.1926703468	0.2015029732
378	0.1924541848	0.1924541848	0.2013504154
379	0.192051957	0.192051957	0.2010338974
380	0.1917036316	0.1917036316	0.200685242
381	0.1914415978	0.1914415978	0.2003963078
382	0.1910210207	0.1910210207	0.2000432749
383	0.1908194301	0.1908194301	0.1998374664
384	0.1905310223	0.1905310223	0.1995407602
385	0.1901483065	0.1901483065	0.1991736682
386	0.1898580799	0.1898580799	0.1988995346
387	0.1896579505	0.1896579505	0.1986779558
388	0.1894088197	0.1894088197	0.1984128712
389	0.1890345215	0.1890345215	0.1981349941
390	0.1888482652	0.1888482652	0.19800428
391	0.1886222527	0.1886222527	0.197767453
392	0.1883423863	0.1883423863	0.1975095172
393	0.1880901781	0.1880901781	0.1973297988
394	0.1879306563	0.1879306563	0.1971698834
395	0.1877139312	0.1877139312	0.1969663241
396	0.187388617	0.187388617	0.1967485457
397	0.1871444079	0.1871444079	0.1965138367
398	0.1867957465	0.1867957465	0.1961567595
399	0.1865387826	0.1865387826	0.1959188254
400	0.1863088215	0.1863088215	0.1957387417
401	0.1859454699	0.1859454699	0.1953915938
402	0.1858007002	0.1858007002	0.1952343588
403	0.1855614382	0.1855614382	0.1950948339
404	0.1853209884	0.1853209884	0.1948684278
405	0.1851622852	0.1851622852	0.1947033725
406	0.1848855496	0.1848855496	0.1944158551
407	0.1845974914	0.1845974914	0.194165959
408	0.1843979832	0.1843979832	0.1939516658
409	0.1841392752	0.1841392752	0.1937519986
410	0.1839007764	0.1839007764	0.1935040393
411	0.1835791238	0.1835791238	0.1931564518
412	0.1834212069	0.1834212069	0.1929932205
413	0.1832017005	0.1832017005	0.1928126426
414	0.1830114365	0.1830114365	0.1926731092
415	0.1827961429	0.1827961429	0.1924557018
416	0.1824541658	0.1824541658	0.1921441818
417	0.1822379464	0.1822379464	0.1919605891
418	0.1820324307	0.1820324307	0.1917969279
419	0.1818439235	0.1818439235	0.1916925851
420	0.1816384494	0.1816384494	0.1915357977
421	0.1814585858	0.1814585858	0.1914046852
422	0.1812627485	0.1812627485	0.1912104357
423	0.1811148546	0.1811148546	0.191102279
424	0.1808992125	0.1808992125	0.1908979334
425	0.1806487828	0.1806487828	0.1907064271
426	0.1804533466	0.1804533466	0.1905565211
427	0.1802690804	0.1802690804	0.1904082157
428	0.1800038256	0.1800038256	0.1902235191
429	0.1797735598	0.1797735598	0.1900436583
430	0.1795639229	0.1795639229	0.1898527062
431	0.1793846781	0.1793846781	0.1897033704
432	0.1792028797	0.1792028797	0.1895476537
433	0.1789881076	0.1789881076	0.1893307343
434	0.1788338982	0.1788338982	0.1891959201
435	0.1787729738	0.1787729738	0.1891421499
436	0.1784567217	0.1784567217	0.1887451182
437	0.178153304	0.178153304	0.1883431416
438	0.1780730586	0.1780730586	0.1882669248
439	0.1778640095	0.1778640095	0.1880354572
440	0.1776333058	0.1776333058	0.1878365887
441	0.1774164244	0.1774164244	0.1876824169
442	0.1770518261	0.1770518261	0.1873836464
443	0.1768140488	0.1768140488	0.1871447092
444	0.1765335555	0.1765335555	0.1868823723
445	0.1763159398	0.1763159398	0.1867373074
446	0.1760636478	0.1760636478	0.186447659
447	0.1759175406	0.1759175406	0.1863272439
448	0.1757479304	0.1757479304	0.1861966481
449	0.1757113012	0.1757113012	0.1861766278
450	0.1755397699	0.1755397699	0.1860525576
451	0.1753622149	0.1753622149	0.1858925887
452	0.1751520117	0.1751520117	0.1856737154
453	0.1750362049	0.1750362049	0.185562278
454	0.1748413649	0.1748413649	0.1853700334
455	0.1744827496	0.1744827496	0.1850620817
456	0.1743192255	0.1743192255	0.1848733852
457	0.174113473	0.174113473	0.1846886166
458	0.1738843654	0.1738843654	0.184478381
459	0.1736902897	0.1736902897	0.1843193897
460	0.1733914881	0.1733914881	0.1839473868
461	0.1731384071	0.1731384071	0.1837497817
462	0.1728926915	0.1728926915	0.1834725484
463	0.1726914489	0.1726914489	0.183288047
464	0.1724705294	0.1724705294	0.1831110546
465	0.1722016138	0.1722016138	0.1828953983
466	0.1720071112	0.1720071112	0.1827488672
467	0.1718502228	0.1718502228	0.182578362
468	0.171605423	0.171605423	0.1823354328
469	0.1714218896	0.1714218896	0.1821676593
470	0.1711724824	0.1711724824	0.1819371137
471	0.1710769952	0.1710769952	0.1818541734
472	0.1709138216	0.1709138216	0.1817240046
473	0.1707592118	0.1707592118	0.1816114024
474	0.1704723845	0.1704723845	0.1812769818
475	0.1701150665	0.1701150665	0.1807644328
476	0.1699302997	0.1699302997	0.1806324732
477	0.1697305447	0.1697305447	0.1804441111
478	0.1694114315	0.1694114315	0.180186995
479	0.1692777404	0.1692777404	0.1801160461
480	0.1692040852	0.1692040852	0.1800514806
481	0.169059825	0.169059825	0.1799426882
482	0.1687430522	0.1687430522	0.1796869435
483	0.1685496644	0.1685496644	0.1795510889
484	0.1682394226	0.1682394226	0.1793385316
485	0.1681573108	0.1681573108	0.1792634081
486	0.1679188773	0.1679188773	0.1790420681
487	0.1677729479	0.1677729479	0.1789362985
488	0.1676279794	0.1676279794	0.1788583452
489	0.1673901462	0.1673901462	0.1786772161
490	0.1670753559	0.1670753559	0.178371735
491	0.1668087962	0.1668087962	0.1781371037
492	0.1666150486	0.1666150486	0.1779579195
493	0.1663697012	0.1663697012	0.1777796759
494	0.1661771651	0.1661771651	0.1775839496
495	0.165974235	0.165974235	0.177345538
496	0.1658323507	0.1658323507	0.1772064353
497	0.1656703598	0.1656703598	0.1770533879
498	0.165423397	0.165423397	0.1767991042
499	0.1653049393	0.1653049393	0.1767266272
500	0.1652331905	0.1652331905	0.176649444
501	0.1651163913	0.1651163913	0.1765507776
502	0.1648631535	0.1648631535	0.1762334358
503	0.1647126175	0.1647126175	0.1761238277
504	0.1644715476	0.1644715476	0.1758687419
505	0.1643503138	0.1643503138	0.1757728496
506	0.1642164387	0.1642164387	0.1756609563
507	0.1640245612	0.1640245612	0.1754789975
508	0.1638037252	0.1638037252	0.1752615963
509	0.1635619626	0.1635619626	0.1750582556
510	0.1635054721	0.1635054721	0.1749939681
511	0.1632486588	0.1632486588	0.1746969278
512	0.1629956151	0.1629956151	0.174502458
513	0.1628438581	0.1628438581	0.1743243885
514	0.1627771062	0.1627771062	0.1742458394
515	0.1626122648	0.1626122648	0.1741062907
516	0.1625295649	0.1625295649	0.1740096313
517	0.1623863336	0.1623863336	0.1738968047
518	0.1622463501	0.1622463501	0.1737295532
519	0.1621026843	0.1621026843	0.1735947599
520	0.1619251286	0.1619251286	0.1733544191
521	0.1617934337	0.1617934337	0.1731834874
522	0.1614933062	0.1614933062	0.1728033928
523	0.1613098919	0.1613098919	0.172605266
524	0.1611642223	0.1611642223	0.1724251594
525	0.1610379463	0.1610379463	0.172282196
526	0.1609083458	0.1609083458	0.1721139437
527	0.1606412294	0.1606412294	0.1718446336
528	0.1604662066	0.1604662066	0.1716992405
529	0.1601911554	0.1601911554	0.1714010854
530	0.1600752036	0.1600752036	0.1713166296
531	0.1598566748	0.1598566748	0.1710640237
532	0.159734456	0.159734456	0.170970504
533	0.1595017962	0.1595017962	0.1707154518
534	0.1592292582	0.1592292582	0.1704193948
535	0.1590376829	0.1590376829	0.1701668388
536	0.1588162421	0.1588162421	0.1699665371
537	0.1586646642	0.1586646642	0.1698182183
538	0.1585136802	0.1585136802	0.1696979901
539	0.1583393476	0.1583393476	0.169564239
540	0.1581545887	0.1581545887	0.1693437365
541	0.1579661738	0.1579661738	0.1691314941
542	0.1578023161	0.1578023161	0.1689546415
543	0.1576667079	0.1576667079	0.1687976231
544	0.1575958012	0.1575958012	0.1687044004
545	0.1574419183	0.1574419183	0.1685356303
546	0.1573076051	0.1573076051	0.1684068105
547	0.15714632	0.15714632	0.1682688213
548	0.1570867421	0.1570867421	0.1681950178
549	0.1569633453	0.1569633453	0.168035462
550	0.1568273035	0.1568273035	0.1678840455
551	0.1566814829	0.1566814829	0.1677370978
552	0.1565527936	0.1565527936	0.1676102357
553	0.1564650891	0.1564650891	0.1675113283
554	0.15636043	0.15636043	0.1674102972
555	0.1562437374	0.1562437374	0.1672598383
556	0.1560815366	0.1560815366	0.1670333143
557	0.1560165886	0.1560165886	0.1669453345
558	0.1558903961	0.1558903961	0.1667740251
559	0.15569359	0.15569359	0.1665237791
560	0.1554956256	0.1554956256	0.1662735838
561	0.1552800667	0.1552800667	0.1660425002
562	0.1552203306	0.1552203306	0.1659663794
563	0.1551742698	0.1551742698	0.1659122483
564	0.1549935384	0.1549935384	0.1657099072
565	0.1549412907	0.1549412907	0.1656360498
566	0.1547262847	0.1547262847	0.1653562345
567	0.1546426235	0.1546426235	0.1652517564
568	0.1544488987	0.1544488987	0.1650081821
569	0.1543351532	0.1543351532	0.1648965632
570	0.1542910736	0.1542910736	0.1648471113
571	0.1540815871	0.1540815871	0.1646760077
572	0.1538701527	0.1538701527	0.1644878185
573	0.1538153938	0.1538153938	0.1644187832
574	0.1536488464	0.1536488464	0.1642866705
575	0.1535197005	0.1535197005	0.1641649463
576	0.153207488	0.153207488	0.1637617008
577	0.1529845859	0.1529845859	0.1635207725
578	0.1527592252	0.1527592252	0.1632524861
579	0.1525395877	0.1525395877	0.1630116006
580	0.1523617062	0.1523617062	0.1628377649
581	0.152118358	0.152118358	0.1625055839
582	0.1518987654	0.1518987654	0.1623221593
583	0.1517998868	0.1517998868	0.1622192751
584	0.1516579711	0.1516579711	0.162086897
585	0.1515081688	0.1515081688	0.1619888
586	0.1513159328	0.1513159328	0.1617440143
587	0.1511498476	0.1511498476	0.1615581161
588	0.1509306367	0.1509306367	0.161390078
589	0.1507028228	0.1507028228	0.1611496801
590	0.1506608482	0.1506608482	0.1611079988
591	0.150542172	0.150542172	0.161012733
592	0.1503829116	0.1503829116	0.1608599341
593	0.1503022856	0.1503022856	0.160766912
594	0.1501792372	0.1501792372	0.1606855988
595	0.1499597607	0.1499597607	0.1604437028
596	0.1498253991	0.1498253991	0.1603314601
597	0.1496941077	0.1496941077	0.1601956732
598	0.1495863929	0.1495863929	0.1600933132
599	0.1493294463	0.1493294463	0.1598815171
600	0.1491688558	0.1491688558	0.1597427449
601	0.1490031674	0.1490031674	0.1595317165
602	0.1489033733	0.1489033733	0.1594287808
603	0.148625216	0.148625216	0.1591274337
604	0.1484972887	0.1484972887	0.1589709089
605	0.1483344244	0.1483344244	0.1587688589
606	0.1483021616	0.1483021616	0.1587375422
607	0.1481911611	0.1481911611	0.1586261066
608	0.1480424186	0.1480424186	0.1584659453
609	0.1479009278	0.1479009278	0.1583677863
610	0.1477631879	0.1477631879	0.1582530716
611	0.1476039586	0.1476039586	0.1580880078
612	0.1474865663	0.1474865663	0.1579793335
